,symbol,asv1,asv2,asv3,date1,date2,date3,quarter,year_end,qtr,eps_est,eps,release_time,result,slope1,slope2,slope3
2860,K,29.8,33.5,32.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.07,1.06,pre,-1,1.647264773657585e-07,5.071229065066466e-07,-1.2141430646332618e-06
2861,K,35.25,38.0,37.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.948,1.01,pre,1,4.554966390094686e-07,-8.226545432478369e-07,1.0783051830228385e-06
2862,K,35.25,32.0,37.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.916,0.99,pre,1,1.3075584267234722e-06,-1.800368748997964e-06,-4.89587908066169e-07
2863,K,32.0,26.0,26.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.87,0.96,pre,1,2.0867320455303978e-07,6.526641647364624e-08,-1.796209248367954e-06
2864,K,26.8,36.25,24.0,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.85,0.92,pre,1,-1.1047023872773026e-06,-6.335571881973905e-07,9.279480863655565e-07
2865,KEY,45.6,50.75,45.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.28,0.32,pre,1,-1.506210445485287e-07,4.7098812988643475e-07,-7.610203617218141e-07
2866,KEY,47.4,41.25,45.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.34,0.34,pre,0,5.49568300063298e-07,-4.2795962125420796e-07,3.2067974988985457e-07
2867,KEY,40.2,36.75,43.25,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.35,0.35,pre,0,-6.086834608728663e-07,-3.9478770772784826e-07,8.914195562586432e-07
2868,KEY,39.6,41.0,49.0,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.36,0.33,pre,-1,-1.7098664931573698e-07,1.4804847196525087e-07,4.5010471231807287e-07
2869,KEY,50.5,53.75,42.75,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.38,0.38,pre,0,5.928148198511268e-07,-5.626943397571276e-08,-1.03237739766681e-06
2870,KEY,47.6,37.75,31.25,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.42,0.44,pre,1,3.620947413782924e-07,3.58755066663733e-08,-1.541617226885795e-07
2871,KEY,38.6,40.25,41.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.44,0.45,pre,1,6.624228162692592e-07,-5.875606343435505e-08,-5.105212816834047e-07
2872,KEY,51.25,40.75,41.6,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.47,0.48,pre,1,-1.3584011957467186e-06,-1.9461372050503745e-07,-1.4640981833452671e-06
2873,KEY,56.0,43.0,54.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.412,0.38,pre,-1,6.644742130723503e-07,5.561577183219308e-07,-8.711683836773193e-07
2874,KEY,41.5,43.75,40.4,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.439,0.4,pre,-1,4.576438413962724e-07,-5.328110521438801e-07,2.643280632411065e-07
2875,KEY,39.8,39.25,29.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.26,0.3,pre,1,3.9789393134189393e-07,2.663874595635306e-07,-1.3924574414014785e-07
2876,KEY,45.6,44.0,46.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.29,0.31,pre,1,7.413458246260284e-07,1.5094275551480847e-06,1.6172202711930567e-07
2877,KEYS,25.5,20.25,31.4,2016-11-01,2016-12-01,2017-01-01,Q1,2017,01/2017,0.56,0.57,post,1,2.4562179778965113e-06,2.0496984034077956e-07,3.0713318703394277e-07
2878,KEYS,32.5,37.75,22.8,2017-02-01,2017-03-01,2017-04-01,Q2,2017,04/2017,0.58,0.64,post,1,5.610483364720644e-07,-7.969336228513681e-07,7.659103716054526e-07
2879,KEYS,25.25,26.25,29.2,2017-05-01,2017-06-01,2017-07-01,Q3,2017,07/2017,0.6,0.61,post,1,-9.100986344584247e-08,-2.5352270550006864e-07,1.4949351356519066e-06
2880,KEYS,20.0,40.75,21.6,2017-08-01,2017-09-01,2017-10-01,Q4,2017,10/2017,0.65,0.71,post,1,-1.0416084469781653e-06,3.539552770671383e-07,8.035564055954813e-07
2881,KEYS,25.75,23.0,26.75,2017-11-01,2017-12-01,2018-01-01,Q1,2018,01/2018,0.39,0.51,post,1,-2.4660980212567463e-07,-3.0830128661634096e-07,1.6961259430493862e-06
2882,KEYS,26.5,45.0,23.8,2018-02-01,2018-03-01,2018-04-01,Q2,2018,04/2018,0.83,0.83,post,0,7.637255469726799e-07,5.839219690987293e-07,8.250798415565703e-07
2883,KEYS,25.5,23.75,28.2,2018-05-01,2018-06-01,2018-07-01,Q3,2018,07/2018,0.8,0.89,post,1,1.1966442743951148e-06,-9.304529864579276e-07,-4.193867797207561e-07
2884,KEYS,40.75,30.8,33.25,2018-08-01,2018-09-01,2018-10-01,Q4,2018,10/2018,0.91,1.01,post,1,2.1947016008443997e-06,-2.955678658093762e-07,-3.318931149682535e-06
2885,KEYS,38.5,15.6,49.0,2018-11-01,2018-12-01,2019-01-01,Q1,2019,01/2019,0.803,0.93,post,1,5.611083735585671e-07,-6.879866039463061e-07,4.4777751575686896e-06
2886,KEYS,47.0,33.6,36.5,2019-02-01,2019-03-01,2019-04-01,Q2,2019,04/2019,0.985,1.22,post,1,4.346472656004169e-06,5.259931475085154e-07,-6.151271443713789e-07
2887,KEYS,43.25,45.4,32.0,2019-05-01,2019-06-01,2019-07-01,Q3,2019,07/2019,1.023,1.25,post,1,-6.37765477086566e-06,4.803423730054168e-06,-4.2675814932229646e-07
2888,KEYS,22.5,36.0,20.8,2016-05-01,2016-06-01,2016-07-01,Q3,2016,07/2016,0.59,0.63,post,1,2.3777617237668787e-06,-9.701049659654214e-07,5.733610311212181e-07
2889,KEYS,29.25,30.25,19.2,2016-08-01,2016-09-01,2016-10-01,Q4,2016,10/2016,0.63,0.64,post,1,7.540022128074067e-07,5.967527409783691e-07,8.369970424680338e-07
2890,KMB,13.2,15.0,16.25,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,1.54,1.57,pre,1,3.122232624521283e-06,6.7138546481766835e-06,-5.351914540686757e-07
2891,KMB,16.8,18.5,6.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.5,1.49,pre,-1,-6.13121979837277e-07,2.6437275515661694e-07,6.641605563968441e-07
2892,KMB,20.0,6.25,15.25,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.53,1.6,pre,1,-2.074487486438967e-06,4.898604590506009e-07,-1.9786384072330066e-06
2893,KMB,19.6,23.0,16.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.54,1.57,pre,1,-2.2184589233281484e-06,3.0725458950546755e-06,-4.136894870942773e-08
2894,KMB,13.25,30.0,22.25,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.71,1.71,pre,0,9.634433012016627e-07,-8.154381127178005e-07,-2.4312633269969443e-06
2895,KMB,25.6,19.0,18.5,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,1.57,1.59,pre,1,-3.383957455223791e-06,7.15654799862202e-07,9.965104369591145e-07
2896,KMB,24.0,25.25,17.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,1.64,1.71,pre,1,1.5361040284999826e-06,9.467498933096176e-07,-1.0354008360345049e-06
2897,KMB,30.5,20.25,17.4,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,1.68,1.6,pre,-1,-4.473083380570296e-06,3.7120195723905005e-06,-7.586310360037835e-07
2898,KMB,23.75,24.25,17.0,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,1.54,1.66,pre,1,-1.844102519877974e-06,2.6361946085174107e-06,3.753046585426855e-06
2899,KMB,22.25,34.25,16.2,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,1.615,1.67,pre,1,2.128008809031317e-06,1.3599798868300154e-06,1.0831137461572203e-06
2900,KMB,6.4,11.25,9.25,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.54,1.52,pre,-1,-2.820703684478661e-06,-9.214567390858163e-07,-5.368918196399919e-07
2901,KMB,21.4,11.25,13.0,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.42,1.45,pre,1,-4.694834797341177e-06,9.928984361144635e-07,2.8966686176958313e-07
2902,KIM,4.6,4.25,6.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.37,0.15,post,-1,-3.451751225530336e-07,-1.9367402841979155e-07,-4.093476408956048e-07
2903,KIM,5.4,4.5,6.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.38,0.31,post,-1,-3.376841044879805e-07,-1.1296861472777059e-06,1.6634863113421993e-07
2904,KIM,5.8,5.75,6.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.37,0.24,post,-1,9.396688128778204e-07,-3.7470191519487253e-07,-3.2273175440837e-07
2905,KIM,6.8,6.25,7.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.38,0.17,pre,-1,-4.2827508517419495e-07,-1.3431564219683666e-07,-1.303958494885713e-07
2906,KIM,9.0,11.5,9.75,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.36,0.3,pre,-1,-8.748892011402211e-07,2.2105915353249186e-07,-4.666048426255692e-07
2907,KIM,8.2,7.0,12.5,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.36,0.36,pre,0,-2.399637244831699e-07,3.0961163518555197e-07,7.125508418045071e-07
2908,KIM,4.4,5.75,7.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.36,0.19,pre,-1,-5.588361429549758e-08,2.548810850167605e-07,-4.2346387516162737e-07
2909,KIM,6.25,7.25,6.2,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.35,0.35,pre,0,-1.0491136146701732e-07,-9.163544205029101e-08,-1.0856536240947694e-06
2910,KIM,6.75,8.0,6.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,0.16,0.24,pre,1,9.502359968903455e-07,1.0204458139667319e-07,5.476295737196386e-07
2911,KIM,6.0,5.5,5.6,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.173,0.2,pre,1,-4.237802681814911e-07,-1.5078650148595575e-07,3.2421131605914167e-07
2912,KIM,5.2,4.25,3.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.17,-0.13,post,-1,4.851318357028196e-08,-8.119591164081661e-07,-2.201466860729914e-07
2913,KIM,7.8,4.75,4.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.38,0.16,post,-1,-5.4780015112339e-07,2.900756932415817e-07,-3.6242399115533426e-07
2914,KMI,39.2,35.5,25.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.18,0.17,post,-1,3.3736960733292356e-07,-5.959132283284831e-07,-1.6703109287881749e-07
2915,KMI,24.2,25.5,25.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.14,0.14,post,0,-5.528924088740677e-07,-5.985759432689708e-07,-4.610664207970068e-09
2916,KMI,31.4,23.0,30.25,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.14,0.15,,1,6.594767207445374e-07,-5.249087115284298e-07,5.381294311997627e-08
2917,KMI,27.4,29.0,31.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.18,0.21,post,1,-4.711053290889693e-07,-4.858261570209973e-07,4.0594156683388997e-07
2918,KMI,35.75,30.75,29.75,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.21,0.22,post,1,-1.4993415022310854e-07,-3.9970509359491725e-07,-5.729229601070689e-07
2919,KMI,42.2,43.0,32.5,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.19,0.21,post,1,5.805189553595677e-07,3.893337108135237e-08,3.3983809578625556e-07
2920,KMI,33.8,32.0,22.6,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.2,0.21,post,1,1.9180909964954974e-08,4.631563901838283e-08,-1.0904316559511625e-09
2921,KMI,34.5,30.5,32.8,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.25,0.25,post,0,-6.695661407075118e-07,-2.1310235430060293e-07,-7.085874927868569e-07
2922,KMI,58.2,39.75,40.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.15,0.16,post,1,1.166127335670549e-06,8.8041199183615e-07,1.423501785513903e-07
2923,KMI,30.8,46.25,37.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.18,0.19,post,1,-5.994868593489892e-07,8.309415397596282e-07,-2.3052629011803685e-07
2924,KLAC,9.4,5.5,16.75,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,1.54,1.62,post,1,2.888874635009712e-06,1.8129743765336992e-06,2.191131544282701e-06
2925,KLAC,16.0,17.75,15.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,1.59,1.64,post,1,2.5729229385700828e-06,1.9487191056440553e-06,-5.976572719748447e-06
2926,KLAC,26.8,6.0,17.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,1.63,1.8,post,1,2.20918423192936e-06,7.932432558312844e-07,4.473421898966932e-06
2927,KLAC,18.0,33.25,30.8,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,1.72,1.97,post,1,2.540983546767268e-06,-9.650560007023541e-07,2.8976397526995728e-06
2928,KLAC,27.25,13.5,18.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,1.98,2.02,post,1,2.5936155934286213e-06,4.31671385020655e-06,-2.733708673741468e-06
2929,KLAC,15.4,13.75,18.75,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,2.14,2.22,post,1,-3.271659051464595e-06,4.247751610704314e-06,-6.734987647433858e-06
2930,KLAC,28.0,29.5,18.6,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,2.2,2.46,post,1,2.42466848360738e-06,-8.887802642337987e-07,-5.2377417769275745e-06
2931,KLAC,27.0,28.75,21.8,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,2.2,2.44,post,1,-5.5454820695002345e-06,1.1270618901871536e-06,-4.870552398389092e-06
2932,KLAC,28.5,10.0,20.8,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,1.667,1.8,post,1,5.603100902980018e-06,4.792625631943134e-06,2.3181036922995474e-06
2933,KLAC,8.0,20.75,6.5,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.06,1.16,post,1,2.107677896835695e-06,-3.684694389063175e-06,-4.791039591543081e-07
2934,KLAC,9.8,6.0,6.25,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,1.41,1.52,post,1,1.7699994982231202e-06,3.674268711325129e-06,1.1001772184827503e-06
2935,KHC,4.2,10.5,4.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,0.85,0.84,post,-1,1.3425182904564526e-06,2.0650983707127784e-06,8.972483168860814e-08
2936,KHC,4.6,3.75,3.0,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,0.96,0.98,post,1,2.0380791379123965e-07,1.5158215339524183e-06,-2.912152653165232e-06
2937,KHC,5.2,3.75,4.75,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,0.83,0.83,post,0,2.1365729483177366e-06,-2.2011117631716224e-06,-1.868326165140334e-06
2938,KHC,5.2,4.5,4.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,0.96,0.9,pre,-1,-5.928213933846666e-07,1.0231114200116396e-06,-1.3556717413895867e-06
2939,KHC,4.75,9.25,7.75,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,0.82,0.89,post,1,8.631482992375016e-07,-3.976860575795104e-06,-3.332219800106295e-06
2940,KHC,10.0,9.25,7.5,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,0.91,1.0,pre,1,-1.9537014899821743e-06,3.202511709215645e-07,2.6743416392165197e-06
2941,KHC,6.4,9.0,8.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,0.81,0.78,post,-1,-1.7855255687838666e-06,-9.963461597977608e-07,-9.452880068016364e-07
2942,KHC,11.5,11.25,8.6,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,0.939,0.84,post,-1,-8.806028739623262e-10,-1.1785736392698588e-06,-3.544528320840623e-06
2943,KHC,19.25,18.0,18.6,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,0.753,0.78,pre,1,1.9527029113025328e-07,-1.6876567590848948e-06,1.1827514273166442e-06
2944,KHC,4.6,4.0,1.75,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,0.76,0.83,post,1,-1.2256005078156637e-06,1.0189084270742707e-06,-1.0050735328092357e-07
2945,KHC,3.6,4.0,5.5,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,0.87,0.91,post,1,2.647832323876322e-07,-1.6973999043381122e-06,3.222805498650538e-06
2946,KR,20.75,15.75,12.4,2016-11-01,2016-12-01,2017-01-01,Q1,2017,01/2017,0.53,0.53,pre,0,9.73071247217006e-07,7.354973498520474e-07,2.1578325975905498e-07
2947,KR,20.0,21.75,17.6,2017-02-01,2017-03-01,2017-04-01,Q2,2017,04/2017,0.57,0.58,pre,1,-4.295247674484968e-07,-3.5308115495804777e-07,1.7633697682676386e-07
2948,KR,16.75,63.75,41.4,2017-05-01,2017-06-01,2017-07-01,Q3,2017,07/2017,0.4,0.39,pre,-1,9.279293061747847e-08,-4.033881361075368e-06,4.60564236002865e-07
2949,KR,44.25,43.5,47.2,2017-08-01,2017-09-01,2017-10-01,Q4,2017,10/2017,0.4,0.44,pre,1,-1.151468999180267e-06,-1.1421346590370722e-06,2.0419437320254002e-07
2950,KR,33.5,25.2,39.75,2017-11-01,2017-12-01,2018-01-01,Q1,2018,01/2018,0.63,0.63,pre,0,1.342027385354478e-06,7.465533294297004e-07,1.4089743299187139e-06
2951,KR,28.25,38.0,26.0,2018-02-01,2018-03-01,2018-04-01,Q2,2018,04/2018,0.63,0.73,pre,1,-8.75257449133842e-07,-1.6401802462466421e-06,9.144883646796299e-07
2952,KR,21.0,35.5,19.4,2018-05-01,2018-06-01,2018-07-01,Q3,2018,07/2018,0.38,0.41,pre,1,1.7388024899033154e-07,2.1307069741083134e-06,1.0531549965311942e-07
2953,KR,25.25,36.0,16.0,2018-08-01,2018-09-01,2018-10-01,Q4,2018,10/2018,0.43,0.48,pre,1,8.03038558393031e-07,-1.6241453672706664e-06,-4.503036603760062e-08
2954,KR,17.5,17.8,15.0,2018-11-01,2018-12-01,2019-01-01,Q1,2019,01/2019,0.524,0.48,pre,-1,-3.6539665349229657e-07,-1.0892837990531527e-06,3.2335733241346125e-07
2955,KR,15.0,41.0,21.25,2019-02-01,2019-03-01,2019-04-01,Q2,2019,04/2019,0.713,0.72,pre,1,5.717455865121537e-07,-1.6129403120110777e-06,7.729288228211539e-07
2956,KR,11.0,23.75,17.4,2016-05-01,2016-06-01,2016-07-01,Q3,2016,07/2016,0.45,0.47,pre,1,1.212186295949176e-07,-3.200406618854018e-07,-1.138242446962924e-06
2957,KR,15.0,22.0,17.8,2016-08-01,2016-09-01,2016-10-01,Q4,2016,10/2016,0.42,0.41,pre,-1,-2.2188392819330028e-07,-1.000834587483581e-06,9.461150662935806e-07
2958,LB,27.25,25.25,18.0,2016-11-01,2016-12-01,2017-01-01,Q1,2017,01/2017,1.9,2.03,post,1,2.799087297856887e-06,-3.445080561246058e-06,-1.6711763514193834e-06
2959,LB,37.75,24.0,28.4,2017-02-01,2017-03-01,2017-04-01,Q2,2017,04/2017,0.29,0.33,post,1,-3.2956685499058376e-06,-2.0211416116174746e-06,3.2667112454263363e-06
2960,LB,21.5,17.0,29.2,2017-05-01,2017-06-01,2017-07-01,Q3,2017,07/2017,0.44,0.48,post,1,-7.323353562186319e-07,9.527753706281052e-07,-1.938457152674729e-06
2961,LB,38.5,22.75,31.4,2017-08-01,2017-09-01,2017-10-01,Q4,2017,10/2017,0.3,0.3,post,0,-3.6854227215142698e-06,2.113951782229747e-06,7.725582749052448e-07
2962,LB,29.25,35.0,54.0,2017-11-01,2017-12-01,2018-01-01,Q1,2018,01/2018,2.04,2.11,post,1,2.64484729248915e-06,2.8471381490449296e-06,-5.766734405060477e-07
2963,LB,40.0,29.75,34.0,2018-02-01,2018-03-01,2018-04-01,Q2,2018,04/2018,0.15,0.17,post,1,2.81504943320354e-07,-2.905127120023243e-06,-1.5750628696914962e-06
2964,LB,45.5,28.75,47.6,2018-05-01,2018-06-01,2018-07-01,Q3,2018,07/2018,0.34,0.36,post,1,4.6902715475221837e-07,3.5185258975902997e-07,-2.6891545146905622e-06
2965,LB,49.75,58.8,47.75,2018-08-01,2018-09-01,2018-10-01,Q4,2018,10/2018,0.15,0.16,post,1,-2.1048139352299783e-06,2.025368864799759e-06,8.83005443652818e-07
2966,LB,63.25,45.4,44.75,2018-11-01,2018-12-01,2019-01-01,Q1,2019,01/2019,2.074,2.14,post,1,-1.3398731595239301e-06,-4.185908010139189e-06,1.90391260814086e-07
2967,LB,50.0,35.8,38.75,2019-02-01,2019-03-01,2019-04-01,Q2,2019,04/2019,-0.002,0.14,post,1,6.185045086351872e-08,6.277886728208392e-07,-8.074420106408161e-07
2968,LB,43.0,28.2,33.5,2019-05-01,2019-06-01,2019-07-01,Q3,2019,07/2019,0.196,0.24,post,1,-9.254362306986486e-07,1.2458827404479581e-06,-4.4540807153497834e-07
2969,LB,30.0,13.5,11.4,2016-05-01,2016-06-01,2016-07-01,Q3,2016,07/2016,0.58,0.7,post,1,-4.872207903780068e-06,-1.5103985076074759e-06,2.95204760394223e-06
2970,LB,18.25,22.25,17.8,2016-08-01,2016-09-01,2016-10-01,Q4,2016,10/2016,0.4,0.42,post,1,1.922880363431422e-06,-8.073385941635812e-07,1.0606456392637448e-06
2971,LH,6.0,9.5,2.0,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,2.19,2.22,pre,1,1.6236646844676406e-06,4.023729526907489e-06,1.9097383456747336e-07
2972,LH,3.4,8.0,5.5,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,2.38,2.47,pre,1,-1.6332422459975612e-06,-8.76722672013397e-07,5.861543182319947e-06
2973,LH,8.2,6.5,7.5,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,2.39,2.46,pre,1,4.167900668803176e-06,-2.400921734108356e-06,-3.872000035703646e-06
2974,LH,7.0,6.25,5.4,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,2.37,2.45,pre,1,1.1928034491780198e-06,9.549388438230667e-07,2.8555784366477277e-06
2975,LH,5.0,7.0,6.25,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,2.64,2.78,pre,1,5.574680949646954e-06,2.941212501893283e-06,-4.936374619630881e-06
2976,LH,10.6,4.0,10.0,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,2.92,2.98,pre,1,4.194290221844413e-06,4.364815135489736e-06,-7.325503031322717e-07
2977,LH,8.0,7.0,7.2,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,2.87,2.74,pre,-1,-2.2306321258317887e-06,-2.0690782561741975e-06,1.1876738048426217e-06
2978,LH,12.0,15.75,7.2,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,2.533,2.62,pre,1,5.191238376956e-06,3.0125041954730815e-06,2.8968285705240652e-06
2979,LH,5.0,8.75,8.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,2.92,2.93,pre,1,-2.002157235034425e-06,3.261823110987963e-07,2.3068547796808657e-06
2980,LH,2.0,5.25,6.25,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,2.29,2.25,pre,-1,3.259270588299916e-06,-1.5186352874776425e-06,-2.314608540103147e-07
2981,LH,4.0,2.25,4.75,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,2.13,2.15,pre,1,-3.9704239424314345e-06,1.4882105524615336e-06,1.358007755340939e-06
2982,LRCX,6.6,9.5,8.5,2017-01-01,2017-02-01,2017-03-01,Q1,2017,03/2017,2.54,2.8,post,1,4.233045768902768e-06,6.954698824402232e-07,4.601755106879566e-06
2983,LRCX,8.4,11.75,11.25,2017-04-01,2017-05-01,2017-06-01,Q2,2017,06/2017,3.02,3.11,post,1,9.345015477127808e-06,2.438055012704133e-06,-7.0962255649993616e-06
2984,LRCX,20.6,19.5,13.75,2017-07-01,2017-08-01,2017-09-01,Q3,2017,09/2017,3.27,3.46,post,1,1.0190757679043754e-05,4.745777908189875e-06,6.075176595712537e-06
2985,LRCX,27.2,24.25,28.2,2017-10-01,2017-11-01,2017-12-01,Q4,2017,12/2017,3.69,4.34,post,1,1.1801722959928493e-05,2.2547906733699986e-08,6.253890445066904e-07
2986,LRCX,44.75,39.75,45.5,2018-01-01,2018-02-01,2018-03-01,Q1,2018,03/2018,4.36,4.79,post,1,3.697996932886109e-06,1.0070200828885973e-05,1.6141858275602035e-06
2987,LRCX,51.0,31.75,55.75,2018-04-01,2018-05-01,2018-06-01,Q2,2018,06/2018,4.98,5.31,post,1,-4.617697670574625e-06,3.924843419017674e-06,-1.4037270953612208e-05
2988,LRCX,45.4,23.75,26.0,2018-07-01,2018-08-01,2018-09-01,Q3,2018,09/2018,3.21,3.36,post,1,5.80969302736453e-06,-6.593916143802346e-06,-7.142681598384619e-06
2989,LRCX,24.75,19.5,19.4,2018-10-01,2018-11-01,2018-12-01,Q4,2018,12/2018,3.67,3.87,post,1,-3.7443361455615172e-06,-2.986464034705983e-08,-8.29483176381374e-06
2990,LRCX,28.25,22.0,24.2,2019-01-01,2019-02-01,2019-03-01,Q1,2019,03/2019,3.38,3.7,post,1,1.307024526174617e-05,2.146832005765778e-06,3.441220178175145e-06
2991,LRCX,26.0,15.0,13.0,2019-04-01,2019-05-01,2019-06-01,Q2,2019,06/2019,3.424,3.62,post,1,6.8661626686425246e-06,-1.20256240245724e-05,4.170783926218738e-07
2992,LRCX,5.4,3.0,3.0,2016-07-01,2016-08-01,2016-09-01,Q3,2016,09/2016,1.77,1.81,post,1,4.402701220927276e-06,1.186037181191216e-06,-3.9933752813587055e-07
2993,LRCX,3.8,3.75,6.25,2016-10-01,2016-11-01,2016-12-01,Q4,2016,12/2016,2.19,2.24,post,1,-1.521564599345923e-07,5.583149004746065e-06,2.5970941859330805e-06
2994,LW,22.5,18.8,29.25,2017-03-01,2017-04-01,2017-05-01,Q2,2017,05/2017,0.48,0.51,pre,1,1.0581706965464323e-06,-4.303973106078099e-08,2.1629603544561288e-06
2995,LW,39.25,0.0,0.0,2017-06-01,2017-07-01,2017-08-01,Q3,2017,08/2017,0.5,0.57,pre,1,-1.0106047100381544e-06,5.804962541756896e-07,7.545271629778675e-07
2996,LW,4.75,22.4,13.5,2017-09-01,2017-10-01,2017-11-01,Q4,2017,11/2017,0.53,0.54,pre,1,2.35480976137607e-07,1.2717257415236727e-06,1.2013557452207395e-06
2997,LW,17.5,17.4,9.0,2018-03-01,2018-04-01,2018-05-01,Q2,2018,05/2018,0.62,0.65,pre,1,8.443891059493594e-08,3.0115615296520614e-06,-3.2364688927003395e-07
2998,LW,4.5,21.4,17.75,2018-06-01,2018-07-01,2018-08-01,Q3,2018,08/2018,0.68,0.73,pre,1,1.8007628484397703e-06,2.426142865747145e-07,-2.1252001462716997e-06
